ticket_id,created_at,resolved_at,category,severity,status,description,assignee
INC00418,2025-03-18T16:38:29,2025-03-20T23:33:51,Network,Medium,Resolved,Wi-Fi drops in Building C during peak hours,henry.nakamura
INC00419,2025-03-19T02:03:39,2025-03-21T13:48:56,Printing,Low,Resolved,Badge release printer not authenticating users,frank.olsson
INC00420,2025-03-19T04:24:23,2025-03-21T05:38:48,Printing,Low,Resolved,"Printer in Building D stuck in queue, jobs not releasing",deepak.patel
INC00421,2025-03-19T09:40:17,2025-03-19T13:28:19,Network,High,Closed,VPN disconnects every 10 minutes for remote users in APAC,grace.kim
INC00422,2025-03-19T10:07:43,2025-03-20T00:07:43,Network,High,Resolved,"Switch port flapping on rack R21, multiple users affected",eva.morales
INC00423,2025-03-19T10:29:08,2025-03-24T14:58:10,Software,Low,Resolved,Database query timeout from ops reporting tool,frank.olsson
INC00424,2025-03-19T12:04:18,2025-03-19T17:05:22,Network,High,Closed,VPN disconnects every 15 minutes for remote users in EMEA,deepak.patel
INC00425,2025-03-19T12:24:23,2025-03-22T02:01:13,Email,Low,Closed,Mailbox quota exceeded warning for NA-East users,henry.nakamura
INC00426,2025-03-19T15:33:35,2025-03-23T04:32:09,Printing,Low,Resolved,Driver mismatch preventing printing from NA-East laptops,carla.singh
INC00427,2025-03-19T16:11:38,2025-03-20T03:08:46,Software,High,Closed,Application crashes after latest update on 4th floor,henry.nakamura
INC00428,2025-03-19T19:26:19,2025-03-20T17:58:06,Email,Medium,Closed,Distribution list ops-team not receiving messages,grace.kim
INC00429,2025-03-20T15:18:00,2025-03-23T16:22:16,Printing,Low,Closed,Driver mismatch preventing printing from LATAM laptops,grace.kim
INC00430,2025-03-20T20:44:50,2025-03-22T11:18:47,Printing,Medium,Closed,Network printer offline after firmware update,frank.olsson
INC00431,2025-03-21T01:43:19,2025-03-21T16:50:09,Hardware,Medium,Closed,Mouse cursor stutters on APAC office laptops,carla.singh
INC00432,2025-03-21T13:22:27,2025-03-21T15:43:26,Network,Critical,Closed,"Switch port flapping on rack R28, multiple users affected",grace.kim
INC00433,2025-03-21T14:47:47,2025-03-24T01:12:09,Hardware,Medium,Closed,Headset audio cuts out during calls on docked machines,carla.singh
INC00434,2025-03-21T15:02:24,2025-03-23T22:51:52,Software,Low,Resolved,Application crashes after latest update on 5th floor,deepak.patel
INC00435,2025-03-21T17:27:28,2025-03-26T05:15:30,Access,Medium,Closed,New employee cannot access required systems on first day,grace.kim
INC00436,2025-03-22T02:26:38,2025-03-22T09:57:02,Access,High,Closed,New employee cannot access required systems on first day,eva.morales
INC00437,2025-03-24T11:57:56,2025-04-01T03:27:23,Software,Low,Closed,Browser extensions blocked by new endpoint policy,frank.olsson
INC00438,2025-03-24T16:03:07,2025-03-26T19:59:57,Hardware,Low,Resolved,Mouse cursor stutters on NA-East office laptops,alice.chen
INC00439,2025-03-24T17:25:22,2025-03-25T00:35:19,Hardware,High,Resolved,Keyboard unresponsive after sleep wake on Building D machines,frank.olsson
INC00440,2025-03-25T04:45:21,2025-03-29T01:15:19,Network,Medium,Closed,VPN disconnects every 60 minutes for remote users in NA-East,henry.nakamura
INC00441,2025-03-25T14:29:30,2025-03-28T21:18:14,Printing,Medium,Closed,"Printer in Building B stuck in queue, jobs not releasing",henry.nakamura
INC00442,2025-03-25T16:23:53,2025-03-25T22:06:07,Software,High,Resolved,Database query timeout from ops reporting tool,bob.rivera
INC00443,2025-03-25T19:25:26,2025-03-26T00:29:41,Network,Critical,Resolved,VPN disconnects every 5 minutes for remote users in NA-East,henry.nakamura
INC00444,2025-03-26T05:23:58,2025-03-26T21:01:19,Network,High,Resolved,VLAN tagging issue preventing access to sales subnet,grace.kim
INC00445,2025-03-26T18:58:10,2025-03-28T22:21:21,Software,Low,Resolved,Application crashes after latest update on 5th floor,grace.kim
INC00446,2025-03-27T04:20:27,2025-03-28T10:55:25,Hardware,Low,Closed,User laptop battery drains within 30 hours of unplugging,bob.rivera
INC00447,2025-03-27T07:42:21,2025-03-28T00:34:47,Access,Medium,Resolved,Password reset link not delivered to corporate email,alice.chen
INC00448,2025-03-27T09:41:39,2025-03-28T12:52:00,Hardware,Low,Resolved,Mouse cursor stutters on NA-East office laptops,deepak.patel
INC00449,2025-03-27T10:05:17,2025-03-31T17:30:39,Software,Low,Closed,Update rollout failing on Windows 11 NA-West machines,frank.olsson
INC00450,2025-03-27T15:51:14,2025-04-04T02:05:54,Software,Low,Resolved,Browser extensions blocked by new endpoint policy,eva.morales
INC00451,2025-03-27T16:42:36,2025-04-02T14:25:38,Access,Low,Closed,Employee unable to access shared drive after department transfer,frank.olsson
INC00452,2025-03-27T17:26:35,2025-03-27T22:20:47,Software,High,Closed,Database query timeout from hr reporting tool,frank.olsson
INC00453,2025-03-27T17:57:17,2025-03-28T00:49:21,Hardware,High,Closed,Mouse cursor stutters on NA-West office laptops,carla.singh
INC00454,2025-03-28T07:13:45,2025-03-31T17:25:46,Hardware,Low,Closed,Mouse cursor stutters on EMEA office laptops,henry.nakamura
INC00455,2025-03-28T12:45:46,2025-03-29T00:20:39,Hardware,High,Closed,Docking station not recognizing external monitor,grace.kim
INC00456,2025-03-28T12:54:25,2025-04-02T01:37:54,Email,Low,Resolved,Calendar invites from external senders not appearing in inbox,henry.nakamura
INC00457,2025-03-28T14:06:57,2025-03-28T21:30:23,Network,High,Closed,DNS resolution failing intermittently for EMEA users,deepak.patel
INC00458,2025-03-28T16:25:58,2025-04-02T15:38:52,Hardware,Low,Closed,Keyboard unresponsive after sleep wake on Building C machines,eva.morales
INC00459,2025-03-28T18:22:06,2025-04-02T12:45:12,Hardware,Low,Closed,Webcam not detected after latest OS update,carla.singh
INC00460,2025-03-28T20:05:59,2025-03-29T08:07:48,Email,High,Closed,Cannot send email with large attachment to external domain,eva.morales
INC00461,2025-03-29T01:56:18,2025-03-29T05:27:02,Access,High,Closed,Password reset link not delivered to corporate email,deepak.patel
INC00462,2025-03-29T09:06:50,2025-03-30T11:13:02,Software,Medium,Closed,Database query timeout from ops reporting tool,bob.rivera
INC00463,2025-03-29T12:03:00,2025-03-30T09:40:35,Email,Medium,Resolved,Mailbox quota exceeded warning for NA-West users,deepak.patel
INC00464,2025-03-29T15:54:39,2025-04-01T10:39:08,Access,Low,Closed,New employee cannot access required systems on first day,eva.morales
INC00465,2025-03-29T16:09:30,2025-03-30T01:15:10,Hardware,High,Closed,Docking station not recognizing external monitor,carla.singh
INC00466,2025-03-29T22:24:31,2025-04-02T08:36:28,Hardware,Low,Closed,Webcam not detected after latest OS update,frank.olsson
INC00467,2025-03-30T13:25:12,2025-03-31T13:45:42,Software,Medium,Closed,Excel macros disabled after security patch,bob.rivera
INC00468,2025-03-30T16:21:15,2025-03-31T05:38:39,Network,Medium,Closed,VPN disconnects every 5 minutes for remote users in LATAM,bob.rivera
INC00469,2025-03-31T02:50:57,2025-03-31T04:07:32,Access,Critical,Closed,"Service account credentials expired, batch job failing",deepak.patel
INC00470,2025-03-31T10:41:47,2025-04-01T03:20:52,Network,Medium,Resolved,Wi-Fi drops in Building D during peak hours,bob.rivera
INC00471,2025-03-31T14:32:26,2025-04-01T23:04:15,Email,Medium,Resolved,Calendar invites from external senders not appearing in inbox,henry.nakamura
INC00472,2025-03-31T22:30:10,2025-04-07T11:45:19,Network,Low,Closed,Cannot reach internal site engineering from remote network,bob.rivera
INC00473,2025-04-01T05:51:13,2025-04-02T16:02:48,Access,Low,Closed,Role permissions revoked unexpectedly for APAC team,grace.kim
INC00474,2025-04-01T10:10:40,2025-04-02T21:50:57,Access,Medium,Closed,Employee unable to access shared drive after department transfer,carla.singh
INC00475,2025-04-01T15:12:55,2025-04-02T18:35:51,Access,Medium,Closed,New employee cannot access required systems on first day,carla.singh
INC00476,2025-04-01T18:56:24,2025-04-01T23:23:20,Email,High,Closed,Distribution list ops-team not receiving messages,deepak.patel
INC00477,2025-04-01T19:21:52,2025-04-02T02:53:39,Network,High,Closed,Cannot reach internal site hr from remote network,carla.singh
INC00478,2025-04-02T02:16:08,2025-04-14T07:58:10,Software,Low,Resolved,Excel macros disabled after security patch,carla.singh
INC00479,2025-04-02T09:19:50,2025-04-02T11:47:31,Network,Critical,Closed,"Switch port flapping on rack R26, multiple users affected",alice.chen
INC00480,2025-04-02T10:12:41,2025-04-02T17:36:09,Access,High,Closed,"SSO token expired prematurely, users locked out of ops",frank.olsson
INC00481,2025-04-02T11:32:53,2025-04-03T03:31:01,Email,Medium,Resolved,Distribution list finance-team not receiving messages,bob.rivera
INC00482,2025-04-02T11:59:02,2025-04-11T14:03:07,Access,Low,Closed,Password reset link not delivered to corporate email,frank.olsson
INC00483,2025-04-02T18:13:04,2025-04-03T11:27:53,Software,Medium,Resolved,Update rollout failing on Windows 11 LATAM machines,carla.singh
INC00484,2025-04-02T21:50:26,2025-04-04T07:12:27,Hardware,Medium,Closed,User laptop battery drains within 30 hours of unplugging,deepak.patel
INC00485,2025-04-03T04:12:49,2025-04-06T11:47:34,Access,Low,Resolved,Employee unable to access shared drive after department transfer,bob.rivera
INC00486,2025-04-03T05:12:26,2025-04-03T14:43:48,Access,Medium,Resolved,Role permissions revoked unexpectedly for APAC team,deepak.patel
INC00487,2025-04-03T10:14:54,2025-04-03T23:10:34,Software,High,Closed,Database query timeout from finance reporting tool,carla.singh
INC00488,2025-04-03T13:09:35,2025-04-04T02:33:25,Network,High,Closed,DNS resolution failing intermittently for EMEA users,bob.rivera
INC00489,2025-04-03T14:58:35,2025-04-06T11:27:30,Network,Low,Closed,Wi-Fi drops in Building C during peak hours,frank.olsson
INC00490,2025-04-03T15:59:31,2025-04-03T17:21:52,Email,Critical,Resolved,Email delivery delayed by 10 hours to external recipients,eva.morales
INC00491,2025-04-03T16:35:30,2025-04-03T20:35:04,Network,Critical,Closed,DNS resolution failing intermittently for LATAM users,eva.morales
INC00492,2025-04-04T07:55:58,2025-04-04T11:55:34,Network,High,Closed,VLAN tagging issue preventing access to hr subnet,henry.nakamura
INC00493,2025-04-04T10:08:20,2025-04-04T12:06:22,Network,Critical,Closed,Wi-Fi drops in Building C during peak hours,deepak.patel
INC00494,2025-04-04T12:02:45,2025-04-06T13:13:38,Network,Low,Closed,Wi-Fi drops in Building B during peak hours,alice.chen
INC00495,2025-04-04T21:34:25,2025-04-06T14:00:13,Software,Medium,Resolved,Application crashes after latest update on 4th floor,deepak.patel
INC00496,2025-04-06T09:53:21,2025-04-06T19:10:49,Network,High,Resolved,Cannot reach internal site engineering from remote network,bob.rivera
INC00497,2025-04-06T10:51:03,2025-04-06T13:38:29,Access,High,Closed,"Service account credentials expired, batch job failing",grace.kim
INC00498,2025-04-06T12:49:06,2025-04-11T02:42:07,Hardware,Low,Resolved,User laptop battery drains within 15 hours of unplugging,bob.rivera
INC00499,2025-04-07T07:38:06,2025-04-08T12:47:51,Security,High,Closed,Endpoint protection alert on workstation R10,eva.morales
INC00500,2025-04-07T12:39:22,2025-04-13T02:51:50,Email,Low,Closed,Distribution list engineering-team not receiving messages,henry.nakamura
INC00501,2025-04-07T21:59:01,2025-04-08T02:40:51,Software,High,Closed,PDF viewer hangs on documents larger than 2MB,grace.kim
INC00502,2025-04-08T02:35:53,2025-04-08T05:56:50,Access,Critical,Closed,Role permissions revoked unexpectedly for NA-East team,deepak.patel
INC00503,2025-04-08T09:22:22,2025-04-08T23:19:21,Access,Medium,Resolved,Password reset link not delivered to corporate email,carla.singh
INC00504,2025-04-08T09:30:32,2025-04-13T17:32:58,Email,Low,Closed,Shared mailbox permissions reset after migration,carla.singh
INC00505,2025-04-08T12:54:01,2025-04-11T23:28:42,Access,Low,Closed,Password reset link not delivered to corporate email,grace.kim
INC00506,2025-04-08T13:51:49,2025-04-08T18:12:31,Network,Critical,Closed,"Switch port flapping on rack R22, multiple users affected",carla.singh
INC00507,2025-04-08T16:32:27,2025-04-08T22:43:03,Network,High,Closed,"Switch port flapping on rack R28, multiple users affected",carla.singh
INC00508,2025-04-08T18:31:59,2025-04-09T10:53:59,Software,Medium,Resolved,Application crashes after latest update on ground floor,carla.singh
INC00509,2025-04-08T19:31:21,2025-04-11T03:29:00,Network,Medium,Closed,Cannot reach internal site finance from remote network,eva.morales
INC00510,2025-04-08T21:54:54,2025-04-11T21:35:46,Network,Low,Closed,Wi-Fi drops in Building B during peak hours,alice.chen
INC00511,2025-04-09T04:19:29,2025-04-12T04:20:52,Hardware,Medium,Closed,User laptop battery drains within 2 hours of unplugging,grace.kim
INC00512,2025-04-09T08:26:12,2025-04-09T09:41:26,Software,Critical,Closed,Database query timeout from engineering reporting tool,alice.chen
INC00513,2025-04-09T11:07:34,2025-04-13T21:36:19,Email,Low,Closed,Distribution list ops-team not receiving messages,carla.singh
INC00514,2025-04-09T11:22:36,2025-04-11T05:01:24,Email,Medium,Resolved,Shared mailbox permissions reset after migration,bob.rivera
INC00515,2025-04-09T12:53:10,2025-04-10T05:36:51,Access,Medium,Resolved,Employee unable to access shared drive after department transfer,eva.morales
INC00516,2025-04-09T13:35:36,2025-04-10T04:25:04,Printing,High,Resolved,Driver mismatch preventing printing from APAC laptops,carla.singh
INC00517,2025-04-09T19:06:26,2025-04-11T15:49:23,Access,Medium,Closed,Role permissions revoked unexpectedly for NA-East team,bob.rivera
INC00518,2025-04-09T19:21:43,2025-04-13T10:22:45,Email,Low,Resolved,Distribution list hr-team not receiving messages,henry.nakamura
INC00519,2025-04-09T22:00:19,2025-04-11T00:42:34,Network,Medium,Closed,VPN disconnects every 15 minutes for remote users in NA-West,eva.morales
INC00520,2025-04-10T08:32:55,2025-04-12T17:08:13,Access,Medium,Closed,Password reset link not delivered to corporate email,henry.nakamura
INC00521,2025-04-10T10:31:17,2025-04-11T03:22:15,Network,Medium,Closed,VPN disconnects every 60 minutes for remote users in NA-West,henry.nakamura
INC00522,2025-04-10T14:14:36,2025-04-10T16:32:24,Security,Critical,Closed,Anomalous login from foreign IP for finance account,carla.singh
INC00523,2025-04-11T06:11:32,2025-04-16T23:18:37,Printing,Low,Closed,Badge release printer not authenticating users,henry.nakamura
INC00524,2025-04-11T07:58:52,2025-04-13T01:02:26,Telephony,Medium,Closed,Call quality degraded during peak hours on SIP trunk,alice.chen
INC00525,2025-04-11T09:22:54,2025-04-11T11:27:18,Network,Critical,Closed,Cannot reach internal site ops from remote network,alice.chen
INC00526,2025-04-11T10:10:49,2025-04-12T10:27:50,Access,Medium,Closed,MFA prompt loop preventing login to finance portal,frank.olsson
INC00527,2025-04-11T12:18:43,2025-04-12T02:55:42,Network,Medium,Closed,Cannot reach internal site sales from remote network,eva.morales
INC00528,2025-04-11T15:39:26,2025-04-12T07:30:36,Software,High,Closed,Update rollout failing on Windows 11 EMEA machines,henry.nakamura
INC00529,2025-04-11T19:04:20,2025-04-11T20:44:02,Access,Critical,Closed,"SSO token expired prematurely, users locked out of ops",henry.nakamura
INC00530,2025-04-12T07:00:15,2025-04-12T12:06:26,Access,Critical,Resolved,"SSO token expired prematurely, users locked out of finance",grace.kim
INC00531,2025-04-12T15:30:57,2025-04-17T07:34:47,Hardware,Low,Resolved,Hard drive SMART failure warning on workstation R34,grace.kim
INC00532,2025-04-13T11:06:34,2025-04-13T18:12:42,Email,Critical,Closed,Cannot send email with large attachment to external domain,bob.rivera
INC00533,2025-04-13T19:08:17,2025-04-16T15:43:20,Software,Low,Closed,Application crashes after latest update on 4th floor,carla.singh
INC00534,2025-04-14T03:15:54,2025-04-14T06:25:34,Network,High,Closed,VPN disconnects every 30 minutes for remote users in NA-West,deepak.patel
INC00535,2025-04-14T08:13:42,2025-04-14T19:27:09,Access,High,Closed,"Service account credentials expired, batch job failing",henry.nakamura
INC00536,2025-04-14T08:34:26,2025-04-17T05:17:55,Telephony,Low,Resolved,Conference room phone in Building A not registering,grace.kim
INC00537,2025-04-14T08:47:51,2025-04-14T10:11:39,Network,Critical,Closed,VPN disconnects every 5 minutes for remote users in NA-West,alice.chen
INC00538,2025-04-14T09:57:04,2025-04-14T20:11:42,Network,Medium,Closed,Slow network performance reported on 4th floor,frank.olsson
INC00539,2025-04-14T11:24:52,2025-04-15T06:04:49,Network,Medium,Closed,Slow network performance reported on 5th floor,eva.morales
INC00540,2025-04-14T14:59:25,2025-04-16T11:09:47,Access,High,Closed,Password reset link not delivered to corporate email,grace.kim
INC00541,2025-04-15T08:43:13,2025-04-15T14:35:08,Network,High,Resolved,DNS resolution failing intermittently for APAC users,bob.rivera
INC00542,2025-04-15T10:56:47,2025-04-22T23:25:41,Hardware,Low,Closed,Webcam not detected after latest OS update,frank.olsson
INC00543,2025-04-15T11:00:14,2025-04-15T17:51:30,Access,High,Closed,"Service account credentials expired, batch job failing",alice.chen
INC00544,2025-04-15T12:36:29,2025-04-17T16:05:00,Email,Low,Closed,Calendar invites from external senders not appearing in inbox,deepak.patel
INC00545,2025-04-15T13:09:36,2025-04-17T07:01:37,Network,Medium,Closed,DNS resolution failing intermittently for EMEA users,henry.nakamura
INC00546,2025-04-15T15:48:21,2025-04-15T18:03:45,Access,Critical,Closed,Password reset link not delivered to corporate email,alice.chen
INC00547,2025-04-15T17:00:50,2025-04-21T04:47:54,Telephony,Low,Resolved,Voicemail-to-email transcription failing for sales,grace.kim
INC00548,2025-04-15T18:55:38,2025-04-15T23:13:13,Network,High,Closed,Cannot reach internal site hr from remote network,alice.chen
INC00549,2025-04-16T01:18:06,2025-04-16T03:17:41,Email,High,Resolved,Cannot send email with large attachment to external domain,alice.chen
INC00550,2025-04-16T07:12:12,2025-04-16T20:10:52,Email,High,Closed,Outlook freezes when opening attachments larger than 2MB,carla.singh
INC00551,2025-04-16T09:19:02,2025-04-20T15:59:52,Hardware,Low,Closed,Keyboard unresponsive after sleep wake on Building D machines,eva.morales
INC00552,2025-04-16T14:48:46,2025-04-18T10:59:02,Email,Medium,Closed,Cannot send email with large attachment to external domain,deepak.patel
INC00553,2025-04-16T16:45:04,2025-04-19T11:48:46,Software,Low,Closed,PDF viewer hangs on documents larger than 2MB,frank.olsson
INC00554,2025-04-16T19:27:10,2025-04-19T03:43:45,Software,Medium,Closed,PDF viewer hangs on documents larger than 60MB,deepak.patel
INC00555,2025-04-16T19:57:49,2025-04-22T06:07:30,Software,Low,Closed,Excel macros disabled after security patch,bob.rivera
INC00556,2025-04-17T01:23:41,2025-04-20T03:27:21,Email,Low,Closed,Distribution list sales-team not receiving messages,grace.kim
INC00557,2025-04-17T11:05:25,2025-04-19T10:31:50,Network,Medium,Resolved,Wi-Fi drops in Building D during peak hours,deepak.patel
INC00558,2025-04-17T17:16:06,2025-04-18T04:23:36,Network,Critical,Closed,DNS resolution failing intermittently for APAC users,grace.kim
INC00559,2025-04-17T21:36:47,2025-04-18T01:39:10,Network,Critical,Closed,"Switch port flapping on rack R23, multiple users affected",carla.singh
INC00560,2025-04-18T04:49:43,2025-04-18T21:34:44,Access,Medium,Closed,Password reset link not delivered to corporate email,alice.chen
INC00561,2025-04-18T07:06:25,2025-04-22T04:33:10,Hardware,Low,Resolved,User laptop battery drains within 5 hours of unplugging,henry.nakamura
INC00562,2025-04-18T09:04:53,2025-04-18T14:49:15,Network,High,Closed,DNS resolution failing intermittently for NA-East users,eva.morales
INC00563,2025-04-18T09:24:30,2025-04-18T17:51:43,Hardware,High,Closed,Hard drive SMART failure warning on workstation R08,grace.kim
INC00564,2025-04-18T10:50:43,2025-04-18T16:35:07,Security,High,Resolved,Endpoint protection alert on workstation R24,grace.kim
INC00565,2025-04-18T11:01:01,2025-04-19T02:25:49,Hardware,High,Closed,Mouse cursor stutters on LATAM office laptops,eva.morales
INC00566,2025-04-18T13:40:41,2025-04-20T10:04:51,Email,Medium,Closed,Email delivery delayed by 60 hours to external recipients,alice.chen
INC00567,2025-04-18T17:20:33,2025-04-19T20:56:22,Access,Medium,Closed,Password reset link not delivered to corporate email,henry.nakamura
INC00568,2025-04-18T18:12:20,2025-04-19T05:24:02,Network,Medium,Closed,DNS resolution failing intermittently for EMEA users,carla.singh
INC00569,2025-04-18T18:12:32,2025-04-20T01:00:44,Email,Medium,Closed,Shared mailbox permissions reset after migration,henry.nakamura
INC00570,2025-04-18T18:13:10,2025-04-23T16:02:50,Telephony,Low,Closed,Voicemail-to-email transcription failing for finance,carla.singh
INC00571,2025-04-18T23:18:05,2025-04-22T18:42:51,Hardware,Low,Resolved,Docking station not recognizing external monitor,grace.kim
INC00572,2025-04-19T00:20:49,2025-04-19T07:35:30,Network,Critical,Resolved,"Switch port flapping on rack R28, multiple users affected",alice.chen
INC00573,2025-04-19T16:17:49,2025-04-24T01:55:07,Printing,Low,Resolved,Color printer on 4th floor reporting low toner repeatedly,grace.kim
INC00574,2025-04-19T16:48:31,2025-04-20T13:54:32,Network,High,Closed,Cannot reach internal site finance from remote network,bob.rivera
INC00575,2025-04-19T19:50:25,2025-04-20T08:54:11,Software,High,Closed,Database query timeout from finance reporting tool,carla.singh
INC00576,2025-04-20T13:33:18,2025-04-21T18:19:27,Email,Medium,Closed,Outlook freezes when opening attachments larger than 15MB,alice.chen
INC00577,2025-04-20T15:44:25,2025-04-23T04:34:36,Software,Medium,Resolved,Application crashes after latest update on 4th floor,henry.nakamura
INC00578,2025-04-20T19:11:51,2025-04-21T03:31:10,Security,High,Closed,"USB device blocked by DLP policy, user requests exception",henry.nakamura
INC00579,2025-04-21T05:04:58,2025-04-21T16:46:01,Email,High,Closed,Email delivery delayed by 15 hours to external recipients,bob.rivera
INC00580,2025-04-21T05:26:12,2025-04-24T18:38:31,Hardware,Low,Closed,Keyboard unresponsive after sleep wake on Building A machines,carla.singh
INC00581,2025-04-21T09:24:20,2025-04-21T11:08:54,Email,Critical,Closed,Email delivery delayed by 5 hours to external recipients,carla.singh
INC00582,2025-04-21T11:15:02,2025-04-21T23:01:07,Email,High,Resolved,Calendar invites from external senders not appearing in inbox,eva.morales
INC00583,2025-04-21T12:04:29,2025-04-22T00:20:42,Network,Medium,Closed,DNS resolution failing intermittently for LATAM users,henry.nakamura
INC00584,2025-04-21T14:03:08,2025-04-27T22:13:22,Email,Low,Closed,Shared mailbox permissions reset after migration,alice.chen
INC00585,2025-04-21T20:41:49,2025-04-26T22:27:19,Telephony,Low,Resolved,Voicemail-to-email transcription failing for sales,grace.kim
INC00586,2025-04-22T09:21:10,2025-04-23T00:24:18,Software,High,Closed,License server unreachable from finance office,bob.rivera
INC00587,2025-04-22T13:48:07,2025-04-24T20:49:21,Email,Medium,Closed,Mailbox quota exceeded warning for LATAM users,carla.singh
INC00588,2025-04-22T16:14:10,2025-04-22T21:02:04,Software,High,Closed,Database query timeout from sales reporting tool,frank.olsson
INC00589,2025-04-22T16:35:44,2025-04-22T19:26:58,Network,High,Resolved,Slow network performance reported on 4th floor,eva.morales
INC00590,2025-04-22T19:19:59,2025-04-23T14:40:34,Access,Medium,Resolved,"SSO token expired prematurely, users locked out of hr",carla.singh
INC00591,2025-04-22T19:29:59,2025-04-23T05:52:55,Network,High,Closed,Slow network performance reported on 3rd floor,henry.nakamura
INC00592,2025-04-23T09:06:48,2025-04-26T23:29:40,Telephony,Low,Resolved,Softphone audio one-way for EMEA remote employees,deepak.patel
INC00593,2025-04-23T12:13:00,2025-04-27T09:23:06,Network,Low,Closed,VLAN tagging issue preventing access to sales subnet,carla.singh
INC00594,2025-04-23T13:17:43,2025-04-24T10:06:16,Access,Medium,Closed,Employee unable to access shared drive after department transfer,grace.kim
INC00595,2025-04-23T15:07:33,2025-04-23T20:13:58,Software,High,Closed,Update rollout failing on Windows 11 LATAM machines,eva.morales
INC00596,2025-04-23T17:57:30,2025-04-26T00:19:44,Network,Medium,Closed,"Switch port flapping on rack R32, multiple users affected",frank.olsson
INC00597,2025-04-23T19:00:05,2025-04-23T23:22:31,Software,Medium,Closed,Database query timeout from engineering reporting tool,bob.rivera
INC00598,2025-04-24T13:42:33,2025-05-06T11:43:24,Network,Low,Closed,DNS resolution failing intermittently for NA-East users,deepak.patel
INC00599,2025-04-24T15:27:37,2025-04-25T23:20:31,Software,Medium,Resolved,PDF viewer hangs on documents larger than 2MB,alice.chen
INC00600,2025-04-24T17:47:09,2025-04-25T13:05:58,Email,Medium,Closed,Distribution list hr-team not receiving messages,alice.chen
INC00601,2025-04-25T07:47:11,2025-04-25T22:34:11,Network,High,Resolved,VPN disconnects every 30 minutes for remote users in NA-East,alice.chen
INC00602,2025-04-25T10:20:18,2025-04-26T05:48:33,Hardware,High,Resolved,Mouse cursor stutters on LATAM office laptops,deepak.patel
INC00603,2025-04-25T11:16:52,2025-04-29T18:52:20,Email,Low,Closed,Shared mailbox permissions reset after migration,eva.morales
INC00604,2025-04-25T16:20:20,2025-04-26T05:39:21,Software,Medium,Closed,Browser extensions blocked by new endpoint policy,deepak.patel
INC00605,2025-04-25T18:07:15,2025-04-26T00:58:06,Email,Medium,Closed,Outlook freezes when opening attachments larger than 10MB,henry.nakamura
INC00606,2025-04-25T18:10:37,2025-04-30T07:26:45,Email,Medium,Closed,Cannot send email with large attachment to external domain,alice.chen
INC00607,2025-04-25T18:43:59,2025-04-28T17:23:15,Email,Low,Closed,Mailbox quota exceeded warning for NA-East users,bob.rivera
INC00608,2025-04-25T19:05:07,2025-04-28T02:43:16,Email,Low,Resolved,Calendar invites from external senders not appearing in inbox,frank.olsson
INC00609,2025-04-25T19:14:59,2025-04-26T09:36:17,Security,High,Closed,Anomalous login from foreign IP for ops account,frank.olsson
INC00610,2025-04-25T21:14:08,2025-04-26T10:43:23,Access,High,Closed,"SSO token expired prematurely, users locked out of hr",alice.chen
INC00611,2025-04-25T21:59:03,2025-04-26T03:19:26,Email,High,Resolved,Email delivery delayed by 15 hours to external recipients,deepak.patel
INC00612,2025-04-26T00:36:34,2025-04-26T04:15:39,Email,Critical,Closed,Distribution list engineering-team not receiving messages,carla.singh
INC00613,2025-04-26T00:39:21,2025-04-26T07:08:58,Email,High,Closed,Mailbox quota exceeded warning for APAC users,carla.singh
INC00614,2025-04-26T01:54:54,2025-04-26T21:30:17,Email,Medium,Resolved,Shared mailbox permissions reset after migration,henry.nakamura
INC00615,2025-04-26T04:10:50,2025-04-29T06:53:07,Network,Low,Closed,Cannot reach internal site finance from remote network,eva.morales
INC00616,2025-04-26T05:22:07,2025-04-26T17:04:42,Email,High,Closed,Calendar invites from external senders not appearing in inbox,grace.kim
INC00617,2025-04-26T05:54:59,2025-04-29T10:10:08,Email,Medium,Closed,Distribution list ops-team not receiving messages,henry.nakamura
INC00618,2025-04-26T07:22:33,2025-04-26T10:25:36,Email,High,Closed,Email delivery delayed by 60 hours to external recipients,grace.kim
INC00619,2025-04-26T07:57:27,2025-04-27T04:51:04,Email,Medium,Closed,Shared mailbox permissions reset after migration,eva.morales
INC00620,2025-04-26T12:13:37,2025-04-27T05:47:57,Email,Medium,Resolved,Cannot send email with large attachment to external domain,carla.singh
INC00621,2025-04-26T13:10:22,2025-04-26T21:50:09,Email,Critical,Resolved,Email delivery delayed by 30 hours to external recipients,carla.singh
INC00622,2025-04-26T16:47:01,2025-05-01T22:31:18,Email,Low,Closed,Mailbox quota exceeded warning for NA-West users,bob.rivera
INC00623,2025-04-26T17:02:04,2025-04-30T19:40:09,Email,Low,Closed,Cannot send email with large attachment to external domain,alice.chen
INC00624,2025-04-26T18:30:12,2025-04-30T16:38:18,Hardware,Low,Closed,Webcam not detected after latest OS update,carla.singh
INC00625,2025-04-26T19:24:30,2025-04-26T21:29:27,Email,Critical,Closed,Email delivery delayed by 60 hours to external recipients,eva.morales
INC00626,2025-04-26T20:57:41,2025-04-30T14:31:05,Email,Medium,Closed,Cannot send email with large attachment to external domain,grace.kim
INC00627,2025-04-26T21:02:37,2025-04-27T13:29:07,Email,Medium,Closed,Calendar invites from external senders not appearing in inbox,henry.nakamura
